553778616 : 	FA	FA	FA	FA	55	55	0	6E	
802767356 : 	14	14	14	14	55	55	CB	3B	
802808584 : 	14	14	14	14	55	55	CC	3A	
802847256 : 	14	14	14	14	55	55	CD	39	
802887464 : 	14	14	14	14	55	55	CE	38	
802929964 : 	14	14	14	14	55	55	CF	37	
802970080 : 	14	14	14	14	55	55	D0	36	
803008680 : 	13	14	14	14	55	55	D1	36	
803047608 : 	13	14	14	14	55	55	D2	35	
803089848 : 	13	13	14	14	55	55	D3	35	
803129032 : 	13	13	13	13	55	55	D4	36	
803168728 : 	13	13	13	13	55	55	D5	35	
803208508 : 	13	13	13	13	55	55	D6	34	
803290108 : 	13	13	13	13	55	55	D8	32	
803527860 : 	13	13	13	13	55	55	DE	2C	
803687820 : 	13	13	13	13	55	55	E2	28	
803727600 : 	13	13	13	13	55	55	E3	27	
803807928 : 	13	13	13	13	55	55	E5	25	
803887912 : 	13	13	13	13	55	55	E7	23	
803929228 : 	13	13	13	13	55	55	E8	22	
804009376 : 	13	13	13	12	55	55	EA	21	
804089616 : 	13	13	13	13	55	55	EC	1E	
804127696 : 	13	12	13	13	55	55	ED	1E	
804169600 : 	13	12	13	12	55	55	EE	1E	
804208364 : 	13	13	13	13	55	55	EF	1B	
804251032 : 	13	12	12	12	55	55	F0	1D	
804289876 : 	12	12	12	13	55	55	F1	1C	
804328720 : 	12	12	12	13	55	55	F2	1B	
804369692 : 	13	12	12	12	55	55	F3	1A	
804409556 : 	12	12	12	12	55	55	F4	1A	
804449508 : 	12	12	12	12	55	55	F5	19	
804528812 : 	12	12	12	12	55	55	F7	17	
804567740 : 	12	12	12	12	55	55	F8	16	
804609732 : 	12	12	12	12	55	55	F9	15	
804649852 : 	12	12	12	12	55	55	FA	14	
804689980 : 	12	12	12	12	55	55	FB	13	
804729580 : 	12	12	12	12	55	55	FC	12	
804768256 : 	12	12	12	12	55	55	FD	11	
804809396 : 	12	12	12	12	55	55	FE	10	
804848672 : 	12	12	12	12	55	55	FF	F	
804888360 : 	12	12	12	12	55	55	0	E	
804928480 : 	12	12	12	12	55	55	1	D	
804968608 : 	12	12	12	12	55	55	2	C	
805009492 : 	12	12	12	12	55	55	3	B	
805048588 : 	12	12	12	12	55	55	4	A	
805088452 : 	12	12	12	12	55	55	5	9	
805128060 : 	12	12	12	12	55	55	6	8	
805169116 : 	12	12	12	12	55	55	7	7	
805209576 : 	12	12	12	12	55	55	8	6	
805251148 : 	12	12	12	12	55	55	9	5	
805289816 : 	12	12	12	12	55	55	A	4	
805330028 : 	12	12	12	12	55	55	B	3	
805370144 : 	12	12	12	12	55	55	C	2	
805408220 : 	12	12	12	12	55	55	D	1	
805449532 : 	12	12	12	12	55	55	E	0	
805528328 : 	12	12	12	12	55	55	10	FE	
805569468 : 	12	12	12	12	55	55	11	FD	
805608228 : 	12	12	11	11	55	55	12	FE	
805649112 : 	11	11	11	11	55	55	13	FF	
805688388 : 	11	12	11	12	55	55	14	FC	
805729864 : 	11	11	11	12	55	55	15	FC	
805770068 : 	11	11	11	12	55	55	16	FB	
805810100 : 	11	11	11	11	55	55	17	FB	
805851332 : 	11	11	11	11	55	55	18	FA	
805891276 : 	11	11	11	11	55	55	19	F9	
805931148 : 	11	11	11	11	55	55	1A	F8	
805971260 : 	11	11	11	11	55	55	1B	F7	
806009344 : 	11	11	10	11	55	55	1C	F7	
806051248 : 	10	11	10	11	55	55	1D	F7	
806089072 : 	10	10	10	11	55	55	1E	F7	
806129708 : 	10	10	10	10	55	55	1F	F7	
806168124 : 	10	11	10	10	55	55	20	F5	
806207988 : 	10	10	10	10	55	55	21	F5	
806247936 : 	10	10	10	10	55	55	22	F4	
806289332 : 	10	10	10	10	55	55	23	F3	
806328176 : 	10	10	10	10	55	55	24	F2	
806369572 : 	10	10	10	10	55	55	25	F1	
806409608 : 	10	10	10	10	55	55	26	F0	
806450152 : 	10	10	10	10	55	55	27	EF	
806529968 : 	10	10	10	10	55	55	29	ED	
806570936 : 	10	10	10	10	55	55	2A	EC	
806608080 : 	10	10	10	10	55	55	2B	EB	
806649136 : 	10	10	10	10	55	55	2C	EA	
806689684 : 	10	10	10	10	55	55	2D	E9	
806728016 : 	10	10	10	10	55	55	2E	E8	
806769412 : 	10	10	10	10	55	55	2F	E7	
806807668 : 	10	10	10	10	55	55	30	E6	
806848640 : 	10	10	10	10	55	55	31	E5	
806887988 : 	10	10	10	10	55	55	32	E4	
806930912 : 	10	10	10	10	55	55	33	E3	
806970948 : 	10	10	10	10	55	55	34	E2	
807010048 : 	10	10	10	10	55	55	35	E1	
807050084 : 	10	10	10	10	55	55	36	E0	
807090032 : 	10	10	10	10	55	55	37	DF	
807128620 : 	10	10	10	10	55	55	38	DE	
807169932 : 	10	10	10	10	55	55	39	DD	
807208948 : 	10	10	10	10	55	55	3A	DC	
807248472 : 	10	10	10	10	55	55	3B	DB	
807291140 : 	10	10	10	10	55	55	3C	DA	
807328544 : 	10	10	10	10	55	55	3D	D9	
807408356 : 	10	10	10	10	55	55	3F	D7	
807449924 : 	10	10	10	10	55	55	40	D6	
807528972 : 	10	F	10	10	55	55	42	D5	
807609388 : 	10	10	10	10	55	55	44	D2	
807649340 : 	10	10	F	10	55	55	45	D2	
807689960 : 	10	10	F	10	55	55	46	D1	
807730168 : 	10	10	10	10	55	55	47	CF	
807810072 : 	10	10	10	10	55	55	49	CD	
807850612 : 	10	10	10	10	55	55	4A	CC	
808088620 : 	10	10	10	10	55	55	50	C6	
808209144 : 	10	10	10	10	55	55	53	C3	
808328396 : 	10	10	10	10	55	55	56	C0	
808369708 : 	10	10	10	10	55	55	57	BF	
808448084 : 	10	10	10	10	55	55	59	BD	
808527808 : 	10	10	10	10	55	55	5B	BB	
808568184 : 	10	10	10	10	55	55	5C	BA	
808609320 : 	10	10	10	10	55	55	5D	B9	
808647748 : 	10	10	10	10	55	55	5E	B8	
808689736 : 	10	10	10	10	55	55	5F	B7	
808729852 : 	10	10	10	10	55	55	60	B6	
808767848 : 	10	10	10	10	55	55	61	B5	
808808052 : 	10	10	10	10	55	55	62	B4	
808849536 : 	10	10	10	10	55	55	63	B3	
808888548 : 	10	10	10	10	55	55	64	B2	
808930028 : 	10	10	10	10	55	55	65	B1	
808968788 : 	10	10	10	10	55	55	66	B0	
809007972 : 	10	10	10	10	55	55	67	AF	
809049116 : 	10	10	10	10	55	55	68	AE	
809087956 : 	10	10	10	10	55	55	69	AD	
809129104 : 	10	10	10	10	55	55	6A	AC	
809169132 : 	10	10	10	10	55	55	6B	AB	
809208740 : 	10	10	10	10	55	55	6C	AA	
809249712 : 	10	10	10	10	55	55	6D	A9	
809288556 : 	10	10	10	10	55	55	6E	A8	
809329528 : 	10	10	10	10	55	55	6F	A7	
809367700 : 	10	10	10	10	55	55	70	A6	
809407896 : 	10	10	10	10	55	55	71	A5	
809449888 : 	10	10	10	10	55	55	72	A4	
809528768 : 	10	10	10	10	55	55	74	A2	
809569992 : 	10	10	10	10	55	55	75	A1	
809608412 : 	10	10	10	10	55	55	76	A0	
809648200 : 	10	10	10	10	55	55	77	9F	
809688820 : 	10	10	10	10	55	55	78	9E	
809728856 : 	10	10	10	10	55	55	79	9D	
809768984 : 	10	10	10	10	55	55	7A	9C	
809807568 : 	10	10	10	10	55	55	7B	9B	
809847864 : 	10	10	10	10	55	55	7C	9A	
809888832 : 	10	10	10	10	55	55	7D	99	
809929804 : 	10	10	10	10	55	55	7E	98	
809970088 : 	10	10	10	10	55	55	7F	97	
810008684 : 	10	10	10	10	55	55	80	96	
810048712 : 	10	10	10	10	55	55	81	95	
810089172 : 	10	10	10	10	55	55	82	94	
810128356 : 	10	10	10	10	55	55	83	93	
810168400 : 	10	10	10	10	55	55	84	92	
810209616 : 	10	10	10	10	55	55	85	91	
810249736 : 	10	10	10	10	55	55	86	90	
810289268 : 	10	10	10	10	55	55	87	8F	
810329976 : 	10	10	10	10	55	55	88	8E	
810369844 : 	10	10	10	10	55	55	89	8D	
810409792 : 	10	10	10	10	55	55	8A	8C	
810449828 : 	10	10	10	10	55	55	8B	8B	
810529904 : 	10	10	10	10	55	55	8D	89	
810569932 : 	10	10	10	10	55	55	8E	88	
810607676 : 	F	10	10	10	55	55	8F	88	
810649492 : 	F	F	F	10	55	55	90	89	
810688424 : 	F	F	10	10	55	55	91	87	
810727860 : 	F	F	F	F	55	55	92	88	
810768916 : 	F	F	F	F	55	55	93	87	
810808612 : 	F	F	F	F	55	55	94	86	
810848220 : 	F	F	F	F	55	55	95	85	
810889108 : 	F	F	F	F	55	55	96	84	
810928716 : 	F	F	F	F	55	55	97	83	
810969008 : 	F	F	F	F	55	55	98	82	
811010152 : 	F	F	F	F	55	55	99	81	
811047120 : 	F	F	F	F	55	55	9A	80	
811089876 : 	F	E	F	F	55	55	9B	80	
811127360 : 	E	E	F	F	55	55	9C	80	
811169268 : 	E	E	F	E	55	55	9D	80	
811209388 : 	E	E	E	E	55	55	9E	80	
811249080 : 	E	E	E	E	55	55	9F	7F	
811289880 : 	E	E	E	E	55	55	A0	7E	
811328048 : 	E	E	E	E	55	55	A1	7D	
811367912 : 	E	E	E	E	55	55	A2	7C	
811407860 : 	E	E	E	E	55	55	A3	7B	
811447896 : 	D	D	E	E	55	55	A4	7C	
811528476 : 	D	D	D	D	55	55	A6	7C	
811569704 : 	D	D	D	D	55	55	A7	7B	
811608548 : 	D	D	D	D	55	55	A8	7A	
811728140 : 	C	D	C	D	55	55	AB	79	
811848164 : 	C	C	C	C	55	55	AE	78	
811927808 : 	C	C	C	C	55	55	B0	76	
812047996 : 	B	B	B	C	55	55	B3	76	
812088032 : 	B	B	B	B	55	55	B4	76	
812128152 : 	B	B	B	B	55	55	B5	75	
812167848 : 	B	B	B	B	55	55	B6	74	
812208648 : 	B	B	B	B	55	55	B7	73	
812248596 : 	B	B	B	B	55	55	B8	72	
812288716 : 	B	B	B	B	55	55	B9	71	
812329100 : 	A	B	A	B	55	55	BA	72	
812369212 : 	A	B	A	B	55	55	BB	71	
812407800 : 	A	A	A	A	55	55	BC	72	
812448176 : 	A	A	A	A	55	55	BD	71	
812487708 : 	A	A	A	A	55	55	BE	70	
812529268 : 	A	A	A	A	55	55	BF	6F	
812569132 : 	A	A	9	A	55	55	C0	6F	
812609932 : 	9	9	9	A	55	55	C1	70	
812647756 : 	9	9	9	9	55	55	C2	70	
812688048 : 	9	9	9	9	55	55	C3	6F	
812729016 : 	9	9	9	9	55	55	C4	6E	
812769136 : 	9	9	9	9	55	55	C5	6D	
812808408 : 	9	9	9	9	55	55	C6	6C	
812849376 : 	8	8	8	8	55	55	C7	6F	
812887628 : 	8	8	8	8	55	55	C8	6E	
812928768 : 	8	8	8	8	55	55	C9	6D	
812969736 : 	8	8	8	8	55	55	CA	6C	
813009772 : 	8	8	8	8	55	55	CB	6B	
813047944 : 	7	7	7	7	55	55	CC	6E	
813088396 : 	7	7	7	7	55	55	CD	6D	
813128348 : 	7	7	7	7	55	55	CE	6C	
813169060 : 	7	7	7	7	55	55	CF	6B	
813209948 : 	7	7	7	7	55	55	D0	6A	
813249048 : 	6	7	6	7	55	55	D1	6B	
813287892 : 	6	6	6	6	55	55	D2	6C	
813328948 : 	6	6	6	6	55	55	D3	6B	
813367960 : 	6	6	6	6	55	55	D4	6A	
813410124 : 	6	6	6	6	55	55	D5	69	
813448456 : 	6	6	6	6	55	55	D6	68	
813568988 : 	5	5	5	5	55	55	D9	69	
813609360 : 	5	5	5	5	55	55	DA	68	
813689092 : 	5	5	5	5	55	55	DC	66	
813729468 : 	5	5	5	5	55	55	DD	65	
813769160 : 	5	5	5	5	55	55	DE	64	
813809964 : 	5	5	5	5	55	55	DF	63	
813849748 : 	5	5	5	5	55	55	E0	62	
813889776 : 	5	5	5	5	55	55	E1	61	
813929984 : 	5	5	5	5	55	55	E2	60	
813970104 : 	5	5	4	5	55	55	E3	60	
814010484 : 	4	4	4	4	55	55	E4	62	
814049412 : 	4	4	4	4	55	55	E5	61	
814089280 : 	4	4	4	4	55	55	E6	60	
814130072 : 	4	4	4	4	55	55	E7	5F	
814169852 : 	4	4	4	4	55	55	E8	5E	
814209212 : 	4	4	4	4	55	55	E9	5D	
814249328 : 	4	4	4	4	55	55	EA	5C	
814289360 : 	4	4	4	4	55	55	EB	5B	
814329912 : 	4	4	4	4	55	55	EC	5A	
814370112 : 	3	4	3	4	55	55	ED	5B	
814409380 : 	3	3	3	3	55	55	EE	5C	
814449504 : 	3	3	3	3	55	55	EF	5B	
814528128 : 	3	3	3	3	55	55	F1	59	
814569948 : 	3	3	3	3	55	55	F2	58	
814607688 : 	3	3	3	3	55	55	F3	57	
814647976 : 	3	3	3	3	55	55	F4	56	
814688012 : 	3	3	3	3	55	55	F5	55	
814728472 : 	3	3	3	3	55	55	F6	54	
814768848 : 	3	3	3	3	55	55	F7	53	
814809308 : 	2	2	2	2	55	55	F8	56	
814849004 : 	2	2	2	2	55	55	F9	55	
814889376 : 	2	2	2	2	55	55	FA	54	
814928564 : 	2	2	2	2	55	55	FB	53	
814968340 : 	2	2	2	2	55	55	FC	52	
815009652 : 	2	2	2	2	55	55	FD	51	
815049516 : 	2	2	2	2	55	55	FE	50	
815089976 : 	2	2	2	2	55	55	FF	4F	
815127120 : 	2	2	2	2	55	55	0	4E	
815170388 : 	0	0	0	2	55	55	1	53	
815207788 : 	0	0	0	0	55	55	2	54	
815250032 : 	0	0	0	0	55	55	3	53	
815289896 : 	0	0	0	0	55	55	4	52	
815330016 : 	0	0	0	0	55	55	5	51	
815368096 : 	0	0	0	0	55	55	6	50	
815407708 : 	0	0	0	0	55	55	7	4F	
815447912 : 	0	0	0	0	55	55	8	4E	
815528236 : 	0	0	0	0	55	55	A	4C	
815568272 : 	0	0	0	0	55	55	B	4B	
815608908 : 	0	0	0	0	55	55	C	4A	
815649276 : 	0	0	0	0	55	55	D	49	
815689396 : 	0	0	0	0	55	55	E	48	
815730368 : 	0	0	0	0	55	55	F	47	
815768108 : 	0	0	0	0	55	55	10	46	
815889740 : 	0	0	0	0	55	55	13	43	
815927568 : 	0	0	0	0	55	55	14	42	
815970068 : 	0	0	0	0	55	55	15	41	
816050732 : 	0	0	0	0	55	55	17	3F	
816090344 : 	0	0	0	0	55	55	18	3E	
816127828 : 	0	0	0	0	55	55	19	3D	
816170752 : 	0	0	0	0	55	55	1A	3C	
816207556 : 	0	0	0	0	55	55	1B	3B	
816407816 : 	0	0	0	0	55	55	20	36	
816527920 : 	0	0	0	0	55	55	23	33	
816727928 : 	0	0	0	0	55	55	28	2E	
816887988 : 	0	0	0	0	55	55	2C	2A	
816969756 : 	0	0	0	0	55	55	2E	28	
817008088 : 	0	0	0	0	55	55	2F	27	
817087816 : 	0	0	0	0	55	55	31	25	
817128624 : 	0	0	0	0	55	55	32	24	
817169160 : 	0	0	0	0	55	55	33	23	
817248808 : 	0	0	0	0	55	55	35	21	
817288588 : 	0	0	0	0	55	55	36	20	
817329132 : 	0	0	0	0	55	55	37	1F	
817369676 : 	0	0	0	0	55	55	38	1E	
817407672 : 	0	0	0	0	55	55	39	1D	
817449320 : 	0	0	0	0	55	55	3A	1C	
817528712 : 	0	0	0	0	55	55	3C	1A	
817607768 : 	0	0	0	0	55	55	3E	18	
817647632 : 	0	0	0	0	55	55	3F	17	
817728888 : 	0	0	0	0	55	55	41	15	
817807852 : 	0	0	0	0	55	55	43	13	
817888352 : 	0	0	0	0	55	55	45	11	
817929656 : 	0	0	0	0	55	55	46	10	
818008452 : 	0	0	0	0	55	55	48	E	
818087928 : 	0	0	0	0	55	55	4A	C	
818127280 : 	0	0	0	0	55	55	4B	B	
818168168 : 	0	0	0	0	55	55	4C	A	
818208628 : 	0	0	0	0	55	55	4D	9	
818247980 : 	0	0	0	0	55	55	4E	8	
818287932 : 	0	0	0	0	55	55	4F	7	
818328308 : 	0	0	0	0	55	55	50	6	
818368428 : 	0	0	0	0	55	55	51	5	
818409056 : 	0	0	0	0	55	55	52	4	
818449856 : 	0	0	0	0	55	55	53	3	
818529756 : 	0	0	0	0	55	55	55	1	
818569452 : 	0	0	0	0	55	55	56	0	
818609912 : 	0	0	0	0	55	55	57	FF	
818648588 : 	0	0	0	0	55	55	58	FE	
818688620 : 	0	0	0	0	55	55	59	FD	
818729168 : 	0	0	0	0	55	55	5A	FC	
818769040 : 	0	0	0	0	55	55	5B	FB	
818809576 : 	0	0	0	0	55	55	5C	FA	
818849104 : 	0	0	0	0	55	55	5D	F9	
818888888 : 	0	0	0	0	55	55	5E	F8	
818930448 : 	0	0	0	0	55	55	5F	F7	
818970396 : 	0	0	0	0	55	55	60	F6	
819009836 : 	0	0	0	0	55	55	61	F5	
819049276 : 	0	0	0	0	55	55	62	F4	
819089140 : 	0	0	0	0	55	55	63	F3	
819130460 : 	0	0	0	0	55	55	64	F2	
819170324 : 	0	0	0	0	55	55	65	F1	
819207716 : 	0	0	0	0	55	55	66	F0	
819250388 : 	0	0	0	0	55	55	67	EF	
819290336 : 	0	0	0	0	55	55	68	EE	
819327992 : 	0	0	0	0	55	55	69	ED	
819368120 : 	0	0	0	0	55	55	6A	EC	
819407808 : 	0	0	0	0	55	55	6B	EB	
819449712 : 	0	0	0	0	55	55	6C	EA	
819529696 : 	0	0	0	0	55	55	6E	E8	
819569740 : 	0	0	0	0	55	55	6F	E7	
819608668 : 	0	0	0	0	55	55	70	E6	
819648952 : 	0	0	0	0	55	55	71	E5	
819688308 : 	0	0	0	0	55	55	72	E4	
819729540 : 	0	0	0	0	55	55	73	E3	
819769824 : 	0	0	0	0	55	55	74	E2	
819807052 : 	0	0	0	0	55	55	75	E1	
819849892 : 	0	0	0	0	55	55	76	E0	
819889928 : 	0	0	0	0	55	55	77	DF	
819929876 : 	0	0	0	0	55	55	78	DE	
819970336 : 	0	0	0	0	55	55	79	DD	
820008588 : 	0	0	0	0	55	55	7A	DC	
820048112 : 	0	0	0	0	55	55	7B	DB	
820087984 : 	0	0	0	0	55	55	7C	DA	
820128268 : 	0	0	0	0	55	55	7D	D9	
820168048 : 	0	0	0	0	55	55	7E	D8	
820210376 : 	0	0	0	0	55	55	7F	D7	
820249740 : 	0	0	0	0	55	55	80	D6	
820289852 : 	0	0	0	0	55	55	81	D5	
820767636 : 	0	0	0	0	55	55	8D	C9	
820927612 : 	0	0	0	0	55	55	91	C5	
820968408 : 	0	0	0	0	55	55	92	C4	
821089192 : 	0	0	0	0	55	55	95	C1	
821168920 : 	0	0	0	0	55	55	97	BF	
821249248 : 	0	0	0	0	55	55	99	BD	
821369776 : 	0	0	0	0	55	55	9C	BA	
821450356 : 	0	0	0	0	55	55	9E	B8	
821529832 : 	0	0	0	0	55	55	A0	B6	
821648324 : 	0	0	0	0	55	55	A3	B3	
821729752 : 	0	0	0	0	55	55	A5	B1	
821928820 : 	0	0	0	0	55	55	AA	AC	
822008384 : 	0	0	0	0	55	55	AC	AA	
822208304 : 	0	0	0	0	55	55	B1	A5	
822288712 : 	0	0	0	0	55	55	B3	A3	
822569552 : 	0	0	0	0	55	55	BA	9C	
822649196 : 	0	0	0	0	55	55	BC	9A	
822689060 : 	0	0	0	0	55	55	BD	99	
822729868 : 	0	0	0	0	55	55	BE	98	
822769980 : 	0	0	0	0	55	55	BF	97	
822848776 : 	0	0	0	0	55	55	C1	95	
822929952 : 	0	0	0	0	55	55	C3	93	
822969988 : 	0	0	0	0	55	55	C4	92	
823049300 : 	0	0	0	0	55	55	C6	90	
823127492 : 	0	0	0	0	55	55	C8	8E	
823207992 : 	0	0	0	0	55	55	CA	8C	
823287632 : 	0	0	0	0	55	55	CC	8A	
823329968 : 	0	0	0	0	55	55	CD	89	
823408764 : 	0	0	0	0	55	55	CF	87	
823609868 : 	0	0	0	0	55	55	D4	82	
823688832 : 	0	0	0	0	55	55	D6	80	
823889176 : 	0	0	0	0	55	55	DB	7B	
823968992 : 	0	0	0	0	55	55	DD	79	
824127608 : 	0	0	0	0	55	55	E1	75	
824169760 : 	0	0	0	0	55	55	E2	74	
824249748 : 	0	0	0	0	55	55	E4	72	
824327776 : 	0	0	0	0	55	55	E6	70	
824407592 : 	0	0	0	0	55	55	E8	6E	
824449836 : 	0	0	0	0	55	55	E9	6D	
824647548 : 	0	0	0	0	55	55	EE	68	
824728468 : 	0	0	0	0	55	55	F0	66	
824809216 : 	0	0	0	0	55	55	F2	64	
825007524 : 	0	0	0	0	55	55	F7	5F	
825089888 : 	0	0	0	0	55	55	F9	5D	
825127712 : 	0	0	0	0	55	55	FA	5C	
825168008 : 	0	0	0	0	55	55	FB	5B	
825209228 : 	0	0	0	0	55	55	FC	5A	
825527552 : 	0	0	0	0	55	55	4	52	
826007376 : 	0	0	0	0	55	55	10	46	
827327516 : 	0	0	0	0	55	55	31	25	
827807420 : 	0	0	0	0	55	55	3D	19	
828287756 : 	0	0	0	0	55	55	49	D	
829207632 : 	0	0	0	0	55	55	60	F6	
829767696 : 	0	0	0	0	55	55	6E	E8	
829847684 : 	0	0	0	0	55	55	70	E6	
829967696 : 	0	0	0	0	55	55	73	E3	
830287552 : 	0	0	0	0	55	55	7B	DB	
830367620 : 	0	0	0	0	55	55	7D	D9	
831407680 : 	0	0	0	0	55	55	97	BF	
831887512 : 	0	0	0	0	55	55	A3	B3	
832607544 : 	0	0	0	0	55	55	B5	A1	
833687556 : 	0	0	0	0	55	55	D0	86	
833927508 : 	0	0	0	0	55	55	D6	80	
834167716 : 	0	0	0	0	55	55	DC	7A	
834367560 : 	0	0	0	0	55	55	E1	75	
835607788 : 	5	5	5	5	55	55	0	42	
835847656 : 	6	6	6	6	55	55	6	38	
836167688 : 	6	6	6	6	55	55	E	30	
836607388 : 	6	6	6	6	55	55	19	25	
837448124 : 	7	7	7	7	55	55	2E	C	
837567640 : 	7	7	7	7	55	55	31	9	
837687908 : 	7	7	7	7	55	55	34	6	
837927776 : 	7	6	7	7	55	55	3A	1	
838607952 : 	7	7	7	7	55	55	4B	EF	
839207792 : 	A	9	9	9	55	55	5A	D7	
840207904 : 	E	E	E	E	55	55	73	AB	
840447856 : 	E	E	E	E	55	55	79	A5	
840807916 : 	F	F	F	F	55	55	82	98	
840887732 : 	10	F	10	10	55	55	84	93	
841488088 : 	F	10	10	10	55	55	93	84	
841807688 : 	F	F	F	F	55	55	9B	7F	
841927800 : 	F	F	F	F	55	55	9E	7C	
842087764 : 	F	F	F	F	55	55	A2	78	
842167748 : 	F	F	F	F	55	55	A4	76	
842447736 : 	F	F	F	F	55	55	AB	6F	
842927816 : 	E	E	F	F	55	55	B7	65	
843047752 : 	E	E	F	F	55	55	BA	62	
843247928 : 	F	F	E	F	55	55	BF	5C	
843487884 : 	F	F	F	F	55	55	C5	55	
843688064 : 	F	F	F	F	55	55	CA	50	
843768044 : 	F	F	F	F	55	55	CC	4E	
843967964 : 	10	10	10	10	55	55	D1	45	
844168052 : 	10	10	10	10	55	55	D6	40	
844367892 : 	11	11	10	11	55	55	DB	38	
844766876 : 	11	11	11	11	55	55	E5	2D	
845008028 : 	11	11	11	11	55	55	EB	27	
845047980 : 	11	11	11	11	55	55	EC	26	
845847908 : 	11	11	11	11	55	55	0	12	
846807728 : 	11	11	11	11	55	55	18	FA	
846968124 : 	11	11	11	11	55	55	1C	F6	
847567796 : 	11	11	11	11	55	55	2B	E7	
847808008 : 	11	11	10	11	55	55	31	E2	
848567568 : 	11	11	11	11	55	55	44	CE	
848607772 : 	11	11	11	11	55	55	45	CD	
848727876 : 	11	11	11	11	55	55	48	CA	
850167776 : 	12	12	12	12	55	55	6C	A2	
850367868 : 	12	12	12	12	55	55	71	9D	
850488228 : 	12	12	12	12	55	55	74	9A	
850567872 : 	12	12	12	12	55	55	76	98	
850768216 : 	12	12	12	12	55	55	7B	93	
851048208 : 	12	12	12	12	55	55	82	8C	
851408020 : 	12	12	12	12	55	55	8B	83	
851447884 : 	12	12	12	12	55	55	8C	82	
851688000 : 	12	12	12	12	55	55	92	7C	
851968084 : 	11	12	12	12	55	55	99	76	
852168084 : 	11	11	11	11	55	55	9E	74	
852247980 : 	11	11	11	11	55	55	A0	72	
852447988 : 	11	11	11	11	55	55	A5	6D	
852847996 : 	11	11	11	11	55	55	AF	63	
853008308 : 	11	11	11	11	55	55	B3	5F	
853087696 : 	11	11	11	11	55	55	B5	5D	
853447416 : 	12	12	12	12	55	55	BE	50	
853527148 : 	12	12	12	12	55	55	C0	4E	
853647428 : 	12	12	12	12	55	55	C3	4B	
853687288 : 	12	12	12	12	55	55	C4	4A	
854207828 : 	12	11	11	12	55	55	D1	3F	
854888168 : 	11	11	12	11	55	55	E2	2F	
854968236 : 	12	12	11	11	55	55	E4	2C	
855288176 : 	11	11	11	11	55	55	EC	26	
855327876 : 	11	11	11	11	55	55	ED	25	
856368192 : 	E	E	E	D	55	55	7	18	
856447916 : 	D	D	D	D	55	55	9	19	
856488044 : 	D	D	D	D	55	55	A	18	
856527816 : 	D	D	D	D	55	55	B	17	
856568024 : 	D	D	D	D	55	55	C	16	
856928344 : 	C	C	C	C	55	55	15	11	
857127664 : 	B	B	B	B	55	55	1A	10	
857207732 : 	B	B	B	B	55	55	1C	E	
857407572 : 	B	B	B	B	55	55	21	9	
857608168 : 	B	A	A	A	55	55	26	7	
857727932 : 	A	A	A	A	55	55	29	5	
858008092 : 	A	A	A	A	55	55	30	FE	
858647972 : 	9	9	9	9	55	55	40	F2	
858808028 : 	9	9	9	9	55	55	44	EE	
859007948 : 	9	9	9	9	55	55	49	E9	
859047896 : 	9	9	9	9	55	55	4A	E8	
859288360 : 	8	8	8	8	55	55	50	E6	
859528400 : 	8	8	8	8	55	55	56	E0	
859888120 : 	8	7	8	8	55	55	5F	D8	
859928240 : 	7	7	7	7	55	55	60	DA	
860928268 : 	5	5	5	5	55	55	79	C9	
861168136 : 	4	4	4	4	55	55	7F	C7	
861207492 : 	4	4	4	4	55	55	80	C6	
861327936 : 	3	3	3	4	55	55	83	C6	
861607588 : 	3	3	3	3	55	55	8A	C0	
862328556 : 	2	2	2	2	55	55	9C	B2	
862368676 : 	2	2	2	2	55	55	9D	B1	
862688368 : 	0	0	0	0	55	55	A5	B1	
862848416 : 	0	0	0	0	55	55	A9	AD	
863008132 : 	0	0	0	0	55	55	AD	A9	
864408168 : 	0	0	0	0	55	55	D0	86	
864688496 : 	0	0	0	0	55	55	D7	7F	
864808176 : 	0	0	0	0	55	55	DA	7C	
865448484 : 	0	0	0	0	55	55	EA	6C	
866249096 : 	0	0	0	0	55	55	FE	58	
866330016 : 	0	0	0	0	55	55	0	56	
866370224 : 	0	0	0	0	55	55	1	55	
866411192 : 	0	0	0	0	55	55	2	54	
866529088 : 	0	0	0	0	55	55	5	51	
866569208 : 	0	0	0	0	55	55	6	50	
866609496 : 	0	0	0	0	55	55	7	4F	
867050308 : 	0	0	0	0	55	55	12	44	
867088812 : 	0	0	0	0	55	55	13	43	
867130120 : 	0	0	0	0	55	55	14	42	
867169988 : 	0	0	0	0	55	55	15	41	
867210024 : 	0	0	0	0	55	55	16	40	
867249036 : 	0	0	0	0	55	55	17	3F	
867288816 : 	0	0	0	0	55	55	18	3E	
867329956 : 	0	0	0	0	55	55	19	3D	
867410968 : 	0	0	0	0	55	55	1B	3B	
867450740 : 	0	0	0	0	55	55	1C	3A	
867531236 : 	0	0	0	0	55	55	1E	38	
867571016 : 	0	0	0	0	55	55	1F	37	
867610720 : 	0	0	0	0	55	55	20	36	
867649216 : 	0	0	0	0	55	55	21	35	
867689080 : 	0	0	0	0	55	55	22	34	
867731328 : 	0	0	0	0	55	55	23	33	
867770520 : 	0	0	0	0	55	55	24	32	
867810548 : 	0	0	0	0	55	55	25	31	
867849732 : 	0	0	0	0	55	55	26	30	
867890020 : 	0	0	0	0	55	55	27	2F	
